,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
Country/Territory,WBCode,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
NORWAY,NOR,2.28,0.23,5,99,94,100,2.32,0.19,5,99,94,100,2.29,0.23,5,97,93,100,2.22,0.18,5,97,93,100,2.10,0.20,5,97,93,99,1.97,0.18,6,95,92,98,2.00,0.18,6,97,93,99,2.13,0.16,8,97,93,99,1.96,0.17,8,94,92,97,1.88,0.17,8,94,92,96,2.00,0.18,8,95,92,98,2.10,0.19,8,97,93,100,2.17,0.17,9,98,94,100,2.24,0.16,9,99,95,100
OMAN,OMN,0.04,0.30,3,61,37,71,0.68,0.22,3,77,65,83,0.76,0.30,3,79,66,86,0.83,0.19,4,80,71,83,0.44,0.25,3,70,57,80,0.57,0.26,3,72,60,83,0.29,0.22,4,63,55,72,0.19,0.24,4,62,52,73,0.27,0.22,5,66,57,73,0.45,0.21,5,70,61,75,0.29,0.20,6,67,58,72,0.28,0.19,6,66,57,72,0.00,0.19,6,57,47,67,0.08,0.18,6,61,52,68
PAKISTAN,PAK,-1.15,0.30,3,9,2,28,-0.96,0.21,4,16,4,33,-0.82,0.21,5,22,6,40,-0.92,0.17,5,22,5,34,-0.73,0.18,8,27,11,43,-1.06,0.18,10,13,5,23,-1.04,0.17,10,14,7,26,-0.76,0.16,13,23,15,37,-0.74,0.16,13,25,14,40,-0.80,0.16,13,22,12,36,-1.04,0.17,13,14,5,24,-1.07,0.17,13,13,3,23,-1.05,0.16,14,14,5,23,-1.06,0.15,14,14,4,24
PALAU,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.32,0.83,1,46,1,82,-0.35,0.84,1,46,0,81,-0.44,0.86,1,40,0,80,-0.43,0.91,1,40,0,82,-0.28,0.97,1,50,0,87
PANAMA,PAN,-0.35,0.30,3,42,23,63,-0.16,0.21,4,55,38,64,-0.39,0.23,6,43,25,59,-0.32,0.18,6,44,34,57,-0.36,0.19,7,45,30,56,-0.27,0.18,9,48,34,57,-0.38,0.18,10,45,31,54,-0.37,0.18,11,43,29,56,-0.35,0.18,11,44,30,57,-0.11,0.18,11,56,43,63,-0.32,0.17,12,47,31,58,-0.35,0.17,12,46,31,56,-0.34,0.17,12,46,31,56,-0.39,0.16,11,44,30,54
PAPUA NEW GUINEA,PNG,-0.35,0.30,3,41,23,63,-0.90,0.21,4,20,4,35,-0.82,0.21,5,23,6,40,-0.91,0.17,5,23,5,34,-0.98,0.19,6,13,5,31,-1.03,0.20,7,14,5,27,-1.25,0.19,7,8,1,18,-1.26,0.21,7,7,1,18,-1.24,0.21,7,8,1,20,-1.27,0.21,7,5,1,17,-1.35,0.21,7,5,0,17,-1.13,0.20,8,11,2,22,-1.10,0.19,8,12,3,23,-1.04,0.18,8,15,4,26
PARAGUAY,PRY,-0.86,0.30,3,22,5,40,-1.21,0.21,4,5,2,22,-1.37,0.23,6,3,1,11,-1.28,0.18,6,2,0,16,-1.45,0.19,7,3,1,9,-1.40,0.19,9,4,0,12,-1.41,0.18,10,5,0,12,-1.19,0.18,12,9,3,18,-1.24,0.18,12,7,2,17,-1.01,0.18,12,15,4,28,-0.83,0.18,12,22,10,36,-0.74,0.17,12,26,15,39,-0.71,0.17,12,25,17,40,-0.84,0.16,13,22,12,35
PERU,PER,-0.17,0.27,4,52,29,65,-0.23,0.19,5,50,36,62,-0.49,0.23,6,39,20,57,-0.30,0.18,6,46,34,58,-0.10,0.19,7,55,43,62,-0.35,0.18,10,47,28,56,-0.36,0.18,10,46,31,55,-0.22,0.16,13,52,38,59,-0.26,0.16,14,50,36,57,-0.20,0.15,15,51,41,60,-0.34,0.15,15,47,31,58,-0.25,0.16,15,50,36,59,-0.25,0.15,16,52,37,57,-0.39,0.14,16,43,30,53
PHILIPPINES,PHL,-0.18,0.18,6,51,33,61,-0.15,0.16,7,55,40,62,-0.45,0.18,7,40,26,54,-0.45,0.16,7,39,33,51,-0.53,0.16,8,39,25,49,-0.60,0.14,11,30,20,46,-0.59,0.14,11,35,22,48,-0.81,0.13,14,22,14,33,-0.70,0.14,14,26,17,40,-0.75,0.14,14,25,16,37,-0.77,0.14,14,24,17,35,-0.80,0.14,14,22,15,33,-0.70,0.14,15,26,19,39,-0.58,0.13,15,33,24,46
POLAND,POL,0.54,0.23,5,73,63,83,0.67,0.17,7,77,67,83,0.55,0.18,8,72,65,81,0.33,0.15,8,67,62,73,0.38,0.14,9,68,59,74,0.11,0.14,10,59,54,66,0.22,0.13,10,61,57,68,0.17,0.13,12,61,58,69,0.19,0.13,12,61,57,70,0.35,0.12,13,67,62,73,0.37,0.13,13,70,63,72,0.41,0.13,13,70,64,72,0.49,0.12,14,71,66,73,0.59,0.12,14,72,68,74
PORTUGAL,PRT,1.52,0.23,5,91,85,94,1.34,0.19,5,87,83,93,1.18,0.23,5,85,80,92,1.27,0.18,5,85,83,92,1.13,0.20,5,84,77,91,1.12,0.18,6,84,77,92,1.06,0.18,6,82,74,90,0.97,0.16,8,80,75,84,0.96,0.17,8,80,74,86,1.00,0.17,8,81,74,86,1.04,0.18,8,82,74,86,1.03,0.19,8,82,74,88,1.08,0.18,8,83,74,89,0.93,0.16,9,78,73,83
PUERTO RICO,PRI,0.44,0.56,1,70,36,87,0.46,0.51,1,68,41,85,0.91,0.50,1,83,63,93,1.30,0.47,1,89,71,94,1.32,0.38,1,89,75,94,1.24,0.39,1,87,73,93,1.27,0.32,1,88,73,93,0.54,0.40,2,72,55,84,0.48,0.30,3,70,57,81,0.48,0.30,3,71,58,80,0.52,0.24,4,72,61,79,0.50,0.25,4,72,62,80,0.49,0.25,4,72,61,79,0.57,0.26,4,71,62,81
QATAR,QAT,-0.09,0.30,3,56,31,67,0.63,0.22,3,74,65,83,0.67,0.30,3,76,64,85,0.71,0.19,4,77,69,83,0.60,0.25,3,73,60,83,0.58,0.26,3,73,60,83,0.82,0.21,4,79,69,84,1.09,0.19,5,83,75,91,0.81,0.22,5,75,70,85,1.11,0.21,5,83,74,92,1.72,0.17,9,92,91,95,1.57,0.18,9,91,86,94,1.08,0.18,8,82,74,89,1.19,0.17,8,84,78,90
RêUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.96,0.39,1,83,65,92,0.80,0.32,1,78,63,89,0.80,0.42,1,78,61,92,0.82,0.41,1,78,60,92,0.84,0.40,1,78,63,92,0.86,0.42,1,78,64,91,0.85,0.43,1,78,63,91,0.83,0.40,1,76,63,90,0.82,0.42,1,77,62,90
ROMANIA,ROM,-0.22,0.30,3,49,28,65,-0.68,0.19,5,30,15,41,-0.48,0.20,7,40,24,54,-0.38,0.16,7,43,34,54,-0.30,0.14,9,47,39,56,-0.26,0.13,11,49,39,56,-0.21,0.13,11,50,41,57,-0.15,0.13,13,54,44,59,-0.17,0.13,13,54,42,58,-0.16,0.12,13,55,43,60,-0.27,0.13,13,51,38,58,-0.22,0.13,13,52,42,58,-0.19,0.12,14,55,42,58,-0.27,0.12,14,51,40,56
RUSSIAN FEDERATION,RUS,-1.02,0.23,5,16,3,28,-0.94,0.17,7,18,5,31,-0.92,0.18,8,17,5,32,-0.92,0.15,8,22,7,33,-0.71,0.14,9,28,16,40,-0.74,0.14,10,25,16,36,-0.78,0.13,10,24,16,37,-0.85,0.13,13,21,12,30,-0.95,0.13,13,17,9,25,-1.05,0.12,13,12,6,20,-1.09,0.13,13,11,6,21,-1.06,0.13,13,14,5,21,-1.04,0.12,14,17,6,21,-1.01,0.12,14,16,10,24
RWANDA,RWA,-0.93,0.56,1,20,1,58,-0.78,0.34,3,25,2,50,-0.65,0.33,3,31,6,57,-0.46,0.34,3,39,13,62,-0.60,0.26,4,34,11,51,-0.48,0.23,6,39,19,55,-0.74,0.23,6,27,12,48,-0.17,0.20,8,53,37,61,0.01,0.20,8,58,48,69,0.14,0.20,8,62,51,71,0.13,0.21,9,63,52,71,0.46,0.19,11,71,63,74,0.43,0.18,11,69,62,73,0.66,0.18,11,73,68,79
SAMOA,WSM,-0.01,0.56,1,60,20,80,-0.13,0.38,2,56,27,69,-0.13,0.26,3,56,33,66,0.00,0.27,3,58,40,69,0.08,0.26,3,58,46,72,0.12,0.30,3,60,46,75,0.15,0.27,3,60,49,70,0.23,0.32,3,64,48,75,0.22,0.32,3,62,49,74,0.22,0.31,3,63,48,74,0.11,0.30,4,61,42,72,0.13,0.30,4,62,45,72,0.11,0.30,4,62,43,73,0.15,0.33,3,62,44,73
SAN MARINO,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S?O TOMê AND PRINCIPE,STP,-0.01,0.56,1,60,20,80,-0.52,0.34,3,37,9,62,-0.08,0.33,3,58,32,69,-0.32,0.34,3,46,24,63,-0.61,0.30,3,34,10,54,-0.60,0.26,4,31,13,51,-0.86,0.26,4,20,8,41,-0.54,0.23,5,36,18,53,-0.48,0.24,4,39,21,57,-0.45,0.24,4,41,20,57,-0.39,0.24,4,42,23,60,-0.43,0.23,5,40,22,57,-0.37,0.23,5,45,24,58,-0.39,0.24,5,44,24,58
SAUDI ARABIA,SAU,-0.64,0.30,3,28,9,52,-0.69,0.22,3,29,11,42,-0.42,0.30,3,40,18,62,0.06,0.19,4,60,48,67,-0.20,0.23,4,51,35,61,-0.36,0.23,4,46,26,57,-0.10,0.22,4,53,39,62,-0.25,0.20,5,49,35,60,-0.18,0.18,6,54,39,60,-0.03,0.18,7,58,45,65,-0.01,0.19,8,59,47,67,0.06,0.19,8,60,50,68,-0.37,0.19,7,44,26,56,-0.06,0.18,8,57,46,64
SENEGAL,SEN,-0.22,0.30,3,49,28,65,-0.20,0.20,5,51,36,64,-0.11,0.24,5,57,35,66,0.31,0.19,6,66,58,75,-0.14,0.19,8,54,42,60,-0.05,0.19,8,56,46,63,-0.03,0.18,9,56,48,63,-0.43,0.16,12,39,27,53,-0.55,0.15,13,35,22,49,-0.54,0.15,13,36,23,49,-0.53,0.16,12,36,23,51,-0.69,0.16,13,28,18,41,-0.57,0.16,13,34,21,47,-0.32,0.15,13,48,35,56
SERBIA,SRB,-1.03,0.30,3,15,3,31,-1.08,0.20,4,9,2,27,-1.12,0.23,5,7,3,26,-0.91,0.17,6,23,5,34,-0.47,0.15,8,41,28,50,-0.48,0.15,8,40,26,50,-0.38,0.14,9,44,33,52,-0.28,0.16,11,48,36,58,-0.35,0.16,11,46,33,57,-0.30,0.14,11,48,36,57,-0.31,0.15,12,48,34,58,-0.29,0.13,12,49,36,56,-0.25,0.13,12,52,39,57,-0.31,0.13,13,48,39,55
SEYCHELLES,SYC,0.90,0.56,1,82,61,93,0.22,0.34,3,64,42,80,0.46,0.33,3,70,58,84,0.31,0.34,3,66,48,83,0.33,0.30,3,67,52,77,0.20,0.22,5,61,51,72,0.14,0.22,5,59,50,70,0.09,0.24,4,60,46,71,0.19,0.24,4,61,53,73,0.25,0.24,4,64,56,74,0.31,0.23,5,67,58,73,0.29,0.24,4,67,56,73,0.26,0.24,4,66,56,73,0.33,0.22,6,67,58,73
SIERRA LEONE,SLE,-0.77,0.47,2,26,2,61,-0.87,0.33,4,21,2,42,-0.91,0.31,4,17,3,43,-0.75,0.31,4,30,3,49,-0.91,0.25,6,17,5,40,-0.88,0.22,7,19,9,37,-1.09,0.22,7,13,2,28,-1.05,0.21,9,12,4,27,-0.90,0.22,9,19,7,36,-0.96,0.21,10,16,4,32,-0.94,0.19,11,18,6,30,-0.77,0.19,11,24,13,38,-0.81,0.18,12,21,12,36,-0.94,0.15,15,19,10,28
SINGAPORE,SGP,2.17,0.18,6,97,93,100,2.23,0.17,6,96,93,100,2.29,0.19,6,97,94,100,2.36,0.16,6,99,94,100,2.26,0.17,7,98,94,100,2.42,0.15,8,99,97,100,2.19,0.15,8,98,95,100,2.19,0.14,10,98,95,99,2.25,0.15,10,98,95,100,2.25,0.14,10,98,96,100,2.25,0.15,10,98,95,100,2.21,0.15,10,99,94,100,2.12,0.15,11,97,94,100,2.15,0.14,11,97,95,100
SLOVAK REPUBLIC,SVK,0.36,0.27,4,66,55,79,0.25,0.17,6,65,58,69,0.15,0.20,7,64,53,70,-0.10,0.15,8,55,44,62,0.31,0.14,9,65,58,73,0.39,0.14,9,69,60,75,0.49,0.14,9,69,63,73,0.40,0.15,10,70,61,74,0.30,0.14,10,67,59,73,0.30,0.14,10,66,60,72,0.23,0.14,11,65,59,71,0.24,0.13,11,64,59,71,0.24,0.13,11,65,58,70,0.07,0.13,11,60,54,65
SLOVENIA,SVN,1.32,0.31,2,87,79,93,1.30,0.19,5,86,83,93,0.77,0.18,8,80,70,84,0.72,0.15,8,78,70,83,0.86,0.14,9,80,74,83,1.02,0.15,8,83,76,87,0.89,0.14,8,80,72,83,1.02,0.15,9,82,75,85,0.98,0.14,10,81,74,86,0.91,0.14,10,80,74,84,1.02,0.14,10,81,75,86,0.85,0.13,11,78,72,83,0.90,0.14,10,79,73,84,0.81,0.12,12,75,72,81
SOLOMON ISLANDS,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.58,0.52,1,35,2,65,-0.75,0.30,2,25,5,49,-1.24,0.31,2,3,0,32,-1.26,0.34,2,6,0,29,-0.52,0.30,3,37,15,56,0.06,0.27,3,58,45,70,-0.30,0.32,3,46,21,63,-0.63,0.29,4,32,10,55,-0.51,0.29,4,37,15,57,-0.38,0.30,4,43,21,61,-0.42,0.29,5,42,19,59,-0.41,0.28,5,41,20,60,-0.44,0.28,5,40,20,59
SOMALIA,SOM,-1.74,0.47,2,2,0,17,-1.78,0.36,3,1,0,6,-1.78,0.34,3,1,0,5,-1.17,0.39,2,7,0,35,-1.80,0.28,4,0,0,4,-1.78,0.25,5,0,0,5,-1.68,0.24,5,0,0,7,-1.84,0.25,4,0,0,4,-1.90,0.26,4,0,0,3,-1.92,0.26,5,0,0,3,-1.72,0.22,7,0,0,5,-1.74,0.22,7,0,0,3,-1.70,0.21,7,0,0,4,-1.59,0.19,8,0,0,5
SOUTH AFRICA,ZAF,0.76,0.23,5,79,67,84,0.65,0.18,7,76,66,83,0.61,0.20,7,73,66,83,0.39,0.16,8,69,62,76,0.34,0.17,9,67,57,74,0.48,0.15,11,71,62,76,0.58,0.15,12,70,65,79,0.43,0.14,14,70,63,75,0.22,0.14,14,62,57,70,0.16,0.14,14,63,56,69,0.14,0.15,15,63,58,70,0.09,0.15,15,61,55,67,0.04,0.14,16,59,55,66,-0.15,0.14,16,54,45,61
SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.77,0.75,1,24,0,71,-1.63,0.39,3,1,0,17,-1.34,0.25,6,4,0,19
SPAIN,ESP,1.05,0.23,5,84,77,89,1.37,0.19,5,88,84,93,1.33,0.23,5,87,83,93,1.33,0.18,5,90,83,92,1.35,0.20,5,90,83,92,1.34,0.18,6,89,83,92,1.29,0.18,6,89,81,92,1.12,0.16,8,84,78,91,0.99,0.17,9,82,74,86,1.11,0.17,9,83,75,90,1.00,0.18,9,80,73,86,1.01,0.19,8,81,73,86,1.05,0.17,9,82,74,88,1.05,0.16,9,82,74,87
SRI LANKA,LKA,-0.10,0.30,3,55,29,67,-0.19,0.21,4,52,36,64,-0.26,0.20,6,49,32,62,-0.24,0.16,6,49,37,59,-0.26,0.18,8,49,36,57,-0.14,0.19,9,53,42,60,-0.37,0.18,9,45,31,55,-0.18,0.16,11,53,39,60,-0.10,0.17,12,57,43,60,-0.19,0.16,12,53,41,60,-0.37,0.17,12,44,29,58,-0.40,0.17,12,43,29,56,-0.37,0.17,12,45,30,56,-0.24,0.15,13,52,39,59
ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.52,1,63,28,83,0.04,0.46,1,61,27,80,0.29,0.52,1,65,34,83,0.27,0.46,1,63,40,83,0.25,0.29,3,62,50,76,1.04,0.27,3,82,71,91,0.95,0.33,2,80,70,92,0.96,0.32,2,81,70,92,1.00,0.32,2,82,71,92,1.06,0.34,2,83,71,91,1.04,0.34,2,83,72,92,1.05,0.33,2,81,72,92,0.98,0.33,2,81,69,90
ST. LUCIA,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.52,1,63,28,83,0.38,0.46,1,67,46,84,0.29,0.52,1,65,34,83,0.27,0.46,1,63,40,83,0.30,0.29,3,64,50,76,1.16,0.27,3,84,73,92,1.13,0.33,2,84,73,92,1.14,0.32,2,85,73,92,1.17,0.32,2,84,74,92,1.23,0.34,2,86,73,94,1.22,0.34,2,85,73,93,1.23,0.33,2,85,73,93,0.96,0.29,3,79,70,90
ST. VINCENT AND THE GRENADINES,VCT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.52,1,63,28,83,0.04,0.46,1,61,27,80,0.29,0.52,1,65,34,83,0.27,0.46,1,63,40,83,0.30,0.29,3,64,50,76,1.04,0.27,3,82,71,91,0.95,0.33,2,80,70,92,0.96,0.32,2,81,70,92,1.00,0.32,2,82,71,92,1.06,0.34,2,83,71,91,1.04,0.34,2,83,72,92,1.05,0.33,2,81,72,92,0.98,0.33,2,81,69,90
SUDAN,SDN,-1.28,0.30,3,5,1,25,-1.02,0.20,5,13,2,30,-0.80,0.24,5,24,5,43,-1.02,0.19,5,13,2,32,-1.24,0.21,6,7,1,18,-1.28,0.19,7,8,1,16,-1.45,0.19,7,2,0,12,-1.17,0.19,8,10,3,21,-1.34,0.19,9,4,1,13,-1.48,0.20,9,3,1,8,-1.21,0.19,9,7,1,19,-1.26,0.18,10,6,1,18,-1.23,0.17,10,6,2,19,-1.51,0.17,10,1,0,9
SURINAME,SUR,-0.11,0.47,2,54,22,77,-0.01,0.46,2,60,26,79,0.39,0.46,2,69,46,85,0.12,0.39,2,62,35,79,0.18,0.35,2,61,44,76,0.17,0.33,3,60,46,76,0.16,0.28,3,60,49,72,-0.24,0.25,4,50,29,62,-0.10,0.29,3,57,35,70,-0.07,0.28,3,56,36,69,-0.36,0.22,5,44,26,59,-0.43,0.22,6,41,23,56,-0.37,0.21,6,45,25,57,-0.37,0.21,6,45,27,58
SWAZILAND,SWZ,-0.01,0.56,1,60,20,80,-0.02,0.34,3,59,33,70,-0.25,0.33,3,50,25,66,-0.32,0.34,3,46,24,63,-0.55,0.30,3,37,11,56,-0.58,0.26,5,33,15,53,-0.48,0.26,5,39,18,55,-0.29,0.23,6,47,29,60,-0.24,0.23,6,52,32,60,-0.18,0.23,6,54,35,63,-0.20,0.23,6,53,31,64,-0.17,0.21,7,54,36,63,-0.27,0.21,7,51,32,60,-0.33,0.21,8,47,28,60
SWEDEN,SWE,2.31,0.23,5,99,94,100,2.33,0.19,5,99,94,100,2.40,0.23,5,99,94,100,2.30,0.18,5,98,93,100,2.23,0.20,5,98,93,100,2.20,0.19,5,98,93,99,2.01,0.18,5,97,93,99,2.20,0.16,8,98,94,99,2.24,0.17,8,98,94,100,2.23,0.17,8,98,95,100,2.29,0.18,8,99,95,100,2.32,0.19,7,99,95,100,2.22,0.17,8,99,94,100,2.31,0.16,8,99,96,100
SWITZERLAND,CHE,2.10,0.23,5,96,92,100,2.23,0.19,5,96,93,100,2.21,0.23,5,95,93,100,2.17,0.18,5,96,93,100,2.09,0.20,5,96,92,99,2.04,0.18,6,96,92,98,2.02,0.18,6,98,93,99,2.12,0.19,7,97,93,99,2.19,0.19,7,97,93,100,2.17,0.19,7,97,93,100,2.09,0.18,8,97,94,99,2.10,0.19,8,97,93,100,2.05,0.18,8,96,93,100,2.15,0.17,8,98,95,100
SYRIAN ARAB REPUBLIC,SYR,-0.78,0.30,3,26,6,43,-0.86,0.22,3,23,4,38,-0.90,0.30,3,19,3,41,-0.24,0.20,3,49,34,62,-0.69,0.23,4,29,11,47,-0.71,0.23,6,26,12,47,-0.71,0.21,6,29,14,48,-0.99,0.18,8,16,6,27,-1.01,0.17,9,14,7,25,-1.08,0.16,9,11,4,22,-1.07,0.18,10,13,4,24,-1.08,0.17,10,13,3,23,-1.04,0.18,9,16,5,24,-1.17,0.18,8,11,1,21
"TAIWAN, CHINA",TWN,0.59,0.18,6,75,65,80,0.63,0.17,6,75,66,81,0.75,0.19,6,78,69,84,0.64,0.16,6,75,68,83,0.84,0.17,7,80,73,83,0.86,0.15,8,79,75,84,0.78,0.15,8,75,70,81,0.53,0.14,10,71,66,75,0.50,0.15,10,72,65,74,0.48,0.14,10,72,63,74,0.60,0.15,9,72,69,76,0.72,0.15,10,74,72,80,0.87,0.16,10,77,73,84,0.72,0.15,10,74,70,80
TAJIKISTAN,TJK,-1.39,0.56,1,5,0,33,-1.21,0.29,3,4,2,27,-1.05,0.22,4,9,3,27,-1.03,0.21,5,12,1,33,-1.02,0.17,6,11,5,27,-1.20,0.18,7,10,3,17,-1.09,0.16,8,13,6,21,-0.92,0.16,11,18,10,29,-0.91,0.16,11,17,9,30,-1.07,0.15,11,12,4,21,-1.13,0.15,11,10,3,21,-1.20,0.14,10,9,2,18,-1.14,0.14,11,10,3,19,-1.18,0.15,11,10,2,19
TANZANIA,TZA,-1.03,0.30,3,15,3,31,-0.97,0.20,5,15,4,32,-0.95,0.24,5,14,4,33,-0.94,0.19,6,20,3,34,-0.78,0.19,8,25,10,41,-0.58,0.17,9,32,19,48,-0.65,0.17,10,31,18,46,-0.22,0.17,12,51,37,59,-0.34,0.18,12,46,31,57,-0.42,0.17,12,42,28,56,-0.44,0.16,13,39,27,54,-0.54,0.16,14,35,23,49,-0.68,0.16,14,27,19,41,-0.85,0.15,15,22,13,31
THAILAND,THA,-0.21,0.18,6,50,32,61,0.00,0.16,7,60,45,65,-0.14,0.18,7,55,40,64,-0.28,0.16,7,48,35,57,-0.15,0.16,8,53,43,59,-0.15,0.15,10,52,44,58,-0.10,0.14,11,54,48,58,-0.34,0.13,13,44,35,54,-0.36,0.14,13,43,33,55,-0.42,0.14,13,42,31,51,-0.28,0.14,14,50,37,58,-0.32,0.14,13,48,35,56,-0.29,0.14,14,50,36,56,-0.34,0.13,14,47,35,54
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.52,0.47,1,36,2,64,-0.53,0.30,3,39,11,56,-0.53,0.35,4,36,11,57,-0.79,0.26,4,22,9,46,-0.86,0.24,5,20,8,39,-0.92,0.26,6,17,4,38,-0.90,0.25,6,18,4,39,-1.00,0.21,8,17,5,29,-0.97,0.21,7,18,4,32,-1.05,0.21,7,15,3,26,-0.98,0.22,7,17,4,30
TOGO,TGO,-0.76,0.47,2,27,2,61,-0.63,0.33,4,32,6,56,-0.66,0.31,4,29,6,54,-0.77,0.31,4,29,3,48,-0.90,0.25,5,17,5,40,-0.93,0.22,6,16,7,34,-0.79,0.21,7,22,12,39,-1.07,0.19,9,11,4,23,-0.95,0.20,8,16,7,32,-0.93,0.20,7,17,6,32,-1.03,0.19,8,15,5,27,-0.96,0.18,9,18,5,30,-0.97,0.17,10,18,6,26,-0.99,0.17,10,17,6,27
TONGA,TON,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.23,0.52,1,49,10,74,-0.53,0.30,2,34,10,58,-0.68,0.31,2,33,5,53,-0.62,0.34,2,33,9,55,-0.40,0.30,3,44,18,58,-1.29,0.27,3,7,0,21,-1.30,0.32,3,6,0,23,-1.03,0.32,3,12,2,37,-0.65,0.31,3,31,8,56,-0.67,0.30,4,28,8,54,-0.31,0.30,4,49,22,64,-0.30,0.30,4,49,23,64,-0.07,0.33,3,56,31,70
TRINIDAD AND TOBAGO,TTO,1.01,0.30,3,83,71,90,0.48,0.21,4,69,64,80,0.05,0.23,5,62,48,69,-0.18,0.18,5,53,38,62,-0.07,0.21,5,56,43,64,-0.13,0.20,6,54,40,62,-0.08,0.19,6,55,44,62,-0.31,0.21,6,45,29,59,-0.24,0.22,6,51,33,60,-0.27,0.21,6,49,32,61,-0.21,0.21,6,52,33,63,-0.36,0.21,7,45,27,58,-0.28,0.21,7,50,31,60,-0.29,0.19,8,50,32,59
