,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
Country/Territory,WBCode,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
NIGER,NER,-1.16,0.40,3,14,3,29,-0.69,0.30,5,23,13,42,-0.61,0.27,5,25,14,42,-0.71,0.23,6,25,15,41,-0.64,0.20,6,26,18,44,-0.58,0.19,7,29,18,45,-0.42,0.18,7,39,24,51,-0.50,0.19,8,33,21,48,-0.50,0.18,8,32,22,48,-0.42,0.18,8,38,24,52,-0.48,0.17,9,34,25,46,-0.51,0.16,9,34,24,44,-0.53,0.16,9,34,23,43,-0.61,0.18,9,29,21,42
NIGERIA,NGA,-0.82,0.32,4,23,9,39,-0.93,0.27,6,17,8,29,-0.74,0.22,7,21,14,35,-1.23,0.20,8,12,6,20,-1.24,0.18,8,10,4,18,-1.32,0.17,9,8,5,15,-0.77,0.17,9,24,17,35,-0.89,0.17,10,19,12,28,-0.86,0.17,10,19,13,29,-0.78,0.17,10,22,16,34,-0.73,0.16,10,25,18,36,-0.71,0.16,10,26,19,36,-0.67,0.16,11,27,21,37,-0.72,0.17,11,25,18,36
NIUE,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.94,0.53,1,20,3,51,-0.98,0.48,1,19,3,46,-0.94,0.51,1,20,3,51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NORWAY,NOR,1.49,0.27,6,94,83,99,1.42,0.27,6,93,80,98,1.12,0.23,6,84,77,94,1.23,0.23,6,86,75,95,1.29,0.20,6,88,79,95,1.45,0.21,6,91,80,99,1.45,0.19,6,91,83,99,1.23,0.21,7,86,77,94,1.33,0.22,7,87,80,96,1.38,0.23,7,90,80,96,1.47,0.22,7,92,82,99,1.51,0.24,7,93,83,100,1.60,0.22,8,94,86,100,1.53,0.22,8,92,85,99
OMAN,OMN,-0.07,0.32,4,49,26,65,-0.12,0.33,4,47,24,66,0.02,0.31,4,54,31,68,0.71,0.25,5,72,62,83,0.67,0.22,4,71,62,80,0.66,0.23,4,71,64,79,0.53,0.19,5,66,59,73,0.59,0.22,5,68,58,78,0.62,0.21,6,70,59,80,0.71,0.22,6,73,62,82,0.54,0.20,7,69,57,76,0.46,0.21,7,67,54,76,0.34,0.20,7,61,53,75,0.47,0.23,7,67,55,77
PAKISTAN,PAK,-0.45,0.32,4,31,19,56,-0.49,0.30,5,28,16,53,-0.73,0.27,6,21,13,38,-0.79,0.22,7,21,13,38,-0.73,0.18,8,23,17,39,-0.88,0.18,9,18,12,29,-0.61,0.17,9,26,20,44,-0.45,0.18,10,35,23,51,-0.50,0.18,10,32,22,48,-0.57,0.17,10,32,20,46,-0.55,0.16,10,33,24,44,-0.58,0.16,10,31,22,42,-0.63,0.16,11,29,22,38,-0.73,0.17,11,25,18,35
PALAU,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.73,0.45,1,24,5,54,-0.85,0.42,1,22,5,48,-0.89,0.43,1,20,4,46,-0.92,0.42,1,21,4,43,-1.01,0.44,1,17,3,43
PANAMA,PAN,0.54,0.32,4,69,52,84,0.81,0.30,5,77,62,91,0.56,0.24,6,69,57,81,0.46,0.23,6,65,57,75,0.32,0.18,7,63,54,69,0.27,0.18,8,64,54,69,0.19,0.17,8,58,53,65,0.31,0.19,8,61,55,70,0.36,0.19,8,63,55,71,0.59,0.19,8,68,60,79,0.38,0.17,9,63,54,73,0.38,0.17,9,63,54,74,0.43,0.17,9,65,56,75,0.39,0.19,9,64,54,74
PAPUA NEW GUINEA,PNG,-0.51,0.32,4,29,18,54,-0.57,0.30,5,26,14,51,-0.49,0.27,6,30,16,53,-0.61,0.23,6,28,19,44,-0.67,0.19,6,25,18,41,-0.77,0.19,7,22,15,36,-0.95,0.18,7,18,11,25,-0.79,0.20,7,22,14,35,-0.61,0.20,7,28,17,43,-0.68,0.18,8,27,16,40,-0.57,0.17,8,32,22,44,-0.56,0.17,8,33,22,42,-0.51,0.17,8,35,23,43,-0.52,0.18,8,32,23,45
PARAGUAY,PRY,-0.38,0.32,4,35,21,57,-0.69,0.30,5,24,13,43,-0.82,0.24,6,19,13,33,-0.59,0.21,7,30,19,44,-0.73,0.18,7,23,17,39,-0.72,0.18,8,23,16,39,-0.82,0.17,8,22,14,32,-0.68,0.19,8,24,17,41,-0.57,0.19,8,29,19,46,-0.51,0.19,8,33,21,48,-0.42,0.17,9,37,26,49,-0.34,0.17,9,41,28,52,-0.35,0.17,9,39,29,51,-0.32,0.19,9,41,28,53
PERU,PER,0.70,0.29,5,74,59,86,0.67,0.27,6,73,57,85,0.47,0.24,6,67,55,80,0.03,0.21,7,56,41,63,0.18,0.18,7,58,50,66,0.23,0.18,8,63,52,68,0.08,0.17,8,56,48,63,0.16,0.18,9,57,51,65,0.28,0.19,9,60,53,68,0.35,0.18,10,62,54,71,0.40,0.17,10,65,56,73,0.46,0.17,10,68,56,75,0.48,0.16,11,67,56,75,0.49,0.17,11,68,57,75
PHILIPPINES,PHL,0.26,0.27,6,60,44,74,0.34,0.25,7,63,51,75,0.16,0.22,7,57,41,68,-0.09,0.20,8,50,38,60,-0.03,0.18,8,52,44,61,-0.26,0.18,9,45,30,56,-0.12,0.17,9,51,42,57,-0.15,0.18,10,50,36,56,-0.10,0.18,10,51,39,57,-0.07,0.18,10,52,41,57,-0.09,0.17,10,51,39,57,-0.22,0.17,10,45,35,53,-0.21,0.16,11,45,35,54,-0.06,0.17,11,52,40,58
POLAND,POL,0.65,0.27,7,71,58,84,0.68,0.23,8,73,61,84,0.73,0.20,9,76,64,83,0.75,0.19,10,74,64,82,0.72,0.17,10,73,65,79,0.81,0.17,10,75,67,80,0.81,0.16,10,72,66,79,0.71,0.17,11,72,64,79,0.77,0.17,11,72,66,83,0.82,0.17,11,75,67,82,0.95,0.16,11,79,73,86,0.99,0.16,11,80,74,85,0.94,0.15,12,79,75,85,0.96,0.17,12,78,74,87
PORTUGAL,PRT,1.29,0.27,6,90,76,97,1.15,0.27,6,86,74,95,0.96,0.23,6,81,69,90,1.27,0.23,6,87,77,95,1.23,0.20,6,87,76,93,1.21,0.21,6,85,78,93,1.27,0.19,6,87,77,94,1.06,0.21,7,81,72,91,1.07,0.22,7,83,72,91,1.09,0.23,7,82,73,92,0.97,0.22,7,79,71,88,0.72,0.24,7,75,61,82,0.62,0.23,7,72,57,80,0.81,0.22,8,76,67,86
PUERTO RICO,PRI,1.24,0.48,1,88,65,100,1.26,0.49,1,90,67,100,1.23,0.45,1,89,67,99,1.17,0.38,1,84,68,98,1.14,0.29,1,84,71,95,0.83,0.33,1,76,64,88,1.10,0.25,1,82,70,92,1.09,0.32,1,83,67,94,0.98,0.33,2,80,65,93,1.00,0.35,2,80,63,93,0.85,0.31,3,76,62,89,0.82,0.34,3,76,59,90,0.84,0.34,3,76,58,91,0.92,0.33,3,78,63,91
QATAR,QAT,-0.07,0.34,3,50,25,66,-0.05,0.33,4,52,25,67,-0.08,0.31,4,51,27,65,0.26,0.25,5,61,48,70,0.16,0.22,4,57,47,66,0.15,0.23,4,59,46,67,0.26,0.20,5,60,53,67,0.34,0.21,6,62,55,71,0.43,0.21,6,65,56,72,0.66,0.22,6,72,60,80,0.69,0.19,8,73,63,80,0.61,0.20,8,71,59,79,0.49,0.20,7,69,56,76,0.80,0.21,8,75,67,84
RêUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.16,0.33,1,83,70,96,1.10,0.25,1,82,70,92,1.09,0.32,1,83,67,94,1.11,0.37,1,84,66,97,1.13,0.39,1,84,64,98,1.13,0.44,1,84,65,100,1.12,0.48,1,82,61,100,1.11,0.49,1,82,60,100,1.07,0.52,1,82,57,99
ROMANIA,ROM,0.07,0.31,5,55,33,69,0.23,0.27,6,57,41,73,-0.12,0.22,8,48,31,61,0.02,0.20,9,55,41,63,-0.07,0.17,10,51,42,58,0.16,0.17,11,60,50,65,0.21,0.16,11,59,53,65,0.46,0.17,11,65,58,72,0.52,0.17,11,67,58,75,0.58,0.17,11,68,60,76,0.59,0.16,11,71,62,76,0.64,0.16,11,73,62,79,0.66,0.15,12,74,64,78,0.54,0.17,12,69,59,75
RUSSIAN FEDERATION,RUS,-0.28,0.27,7,39,24,57,-0.44,0.23,8,30,20,51,-0.56,0.20,9,28,18,40,-0.26,0.19,10,43,31,57,-0.18,0.17,10,48,38,56,-0.11,0.17,10,50,40,61,-0.18,0.16,10,50,37,56,-0.41,0.17,11,39,24,51,-0.29,0.17,11,42,29,54,-0.39,0.17,11,39,28,52,-0.35,0.16,11,39,29,51,-0.37,0.16,11,40,28,50,-0.36,0.15,12,39,30,50,-0.36,0.17,12,39,29,50
RWANDA,RWA,-1.47,0.42,2,7,1,23,-1.12,0.30,4,14,7,25,-1.05,0.28,4,14,7,27,-0.75,0.25,5,22,13,41,-0.74,0.21,5,22,15,40,-0.66,0.20,6,26,16,43,-0.94,0.19,6,19,11,26,-0.62,0.19,7,27,19,44,-0.64,0.19,7,27,17,42,-0.50,0.18,7,33,22,47,-0.31,0.18,7,42,30,53,-0.18,0.17,8,46,36,54,-0.13,0.17,8,48,37,56,-0.10,0.18,9,49,37,57
SAMOA,WSM,-0.01,0.42,2,51,24,73,-0.24,0.36,3,39,20,63,0.02,0.32,4,55,30,69,-0.01,0.32,3,53,33,67,0.03,0.25,3,54,40,65,-0.05,0.27,3,53,33,65,-0.04,0.23,3,54,39,62,-0.06,0.27,3,53,33,64,-0.08,0.28,3,52,31,64,-0.30,0.24,4,45,27,55,-0.26,0.22,5,45,29,55,-0.28,0.22,5,42,28,54,-0.33,0.21,5,41,27,53,-0.34,0.24,4,41,25,54
SAN MARINO,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S?O TOMê AND PRINCIPE,STP,-0.68,0.48,1,25,8,57,-1.16,0.33,3,13,6,25,-0.80,0.30,3,20,11,37,-0.52,0.30,3,34,18,53,-0.64,0.25,3,26,17,47,-0.84,0.23,4,19,11,36,-0.87,0.21,4,20,12,32,-0.66,0.22,5,26,16,44,-0.75,0.22,4,22,14,39,-0.71,0.21,5,25,16,41,-0.76,0.21,5,24,13,38,-0.86,0.20,6,22,10,34,-0.74,0.20,6,25,15,37,-0.80,0.21,6,23,12,35
SAUDI ARABIA,SAU,-0.15,0.32,4,47,25,64,-0.20,0.33,4,42,22,63,-0.07,0.31,4,51,28,65,-0.06,0.22,6,51,38,62,0.08,0.20,5,56,46,65,0.04,0.21,5,56,44,65,0.11,0.19,5,56,48,63,-0.06,0.21,6,52,39,59,0.04,0.21,7,54,42,64,0.15,0.21,7,56,48,66,0.18,0.20,7,57,48,66,0.18,0.21,7,56,48,70,0.03,0.21,6,54,42,62,0.10,0.23,7,55,43,68
SENEGAL,SEN,-0.21,0.32,4,43,24,62,-0.19,0.27,6,44,25,58,-0.13,0.24,6,46,29,61,-0.19,0.21,7,46,33,57,-0.23,0.18,8,47,31,56,-0.26,0.18,8,46,30,56,-0.26,0.17,8,46,32,54,-0.31,0.18,9,44,28,55,-0.35,0.17,10,40,27,52,-0.31,0.17,10,44,31,54,-0.29,0.16,10,44,33,53,-0.27,0.16,10,43,34,53,-0.21,0.16,11,45,35,54,-0.10,0.17,11,50,38,57
SERBIA,SRB,-0.74,0.33,4,24,11,43,-0.85,0.36,3,19,7,38,-0.89,0.34,4,18,8,36,-0.65,0.21,8,26,19,42,-0.60,0.18,8,28,19,44,-0.44,0.18,8,37,22,49,-0.55,0.17,8,30,21,46,-0.45,0.19,8,36,23,51,-0.34,0.19,8,41,27,53,-0.29,0.18,9,46,30,54,-0.12,0.17,10,50,38,57,-0.02,0.17,10,53,42,58,0.03,0.16,10,53,43,59,-0.08,0.17,11,51,39,57
SEYCHELLES,SYC,0.28,0.48,1,62,29,84,-0.57,0.33,3,27,14,52,-0.91,0.30,3,16,9,34,-0.75,0.30,3,22,11,43,-0.28,0.25,3,45,24,57,-0.93,0.21,5,18,9,29,-0.36,0.20,5,44,25,54,-0.68,0.22,4,25,16,44,-0.86,0.22,4,20,10,32,-0.71,0.21,5,25,16,41,-0.62,0.20,6,28,18,43,-0.57,0.21,5,32,19,45,-0.44,0.21,5,36,24,51,-0.31,0.21,7,42,28,53
SIERRA LEONE,SLE,-1.62,0.40,3,5,1,19,-1.29,0.30,5,10,5,21,-1.38,0.29,4,9,4,18,-1.26,0.23,6,11,4,20,-1.14,0.20,6,13,6,20,-1.02,0.19,7,15,8,23,-1.08,0.18,7,15,8,23,-1.16,0.19,7,13,6,21,-1.07,0.19,7,16,7,22,-0.97,0.18,7,17,8,28,-0.78,0.17,8,24,14,34,-0.72,0.17,8,26,18,37,-0.70,0.17,8,27,18,36,-0.71,0.17,11,26,18,37
SINGAPORE,SGP,2.25,0.27,6,100,98,100,2.20,0.27,6,100,97,100,2.12,0.23,6,100,95,100,1.94,0.21,7,100,94,100,1.83,0.18,7,99,92,100,1.80,0.19,7,99,91,100,1.80,0.18,7,100,92,100,1.77,0.19,8,98,92,100,1.83,0.20,8,98,92,100,1.90,0.20,8,99,93,100,1.80,0.19,8,98,93,100,1.80,0.20,8,98,92,100,1.80,0.19,9,96,92,100,1.96,0.20,9,100,94,100
SLOVAK REPUBLIC,SVK,0.52,0.28,6,67,54,80,0.44,0.25,7,67,53,78,0.54,0.22,8,69,57,80,0.94,0.19,10,79,69,86,0.96,0.17,10,78,72,87,1.16,0.17,10,83,79,90,1.18,0.16,10,85,76,91,1.14,0.17,10,85,76,91,1.03,0.17,10,83,72,87,1.12,0.18,10,83,76,91,1.06,0.18,10,81,74,88,1.00,0.18,10,81,74,85,1.00,0.17,10,80,75,87,1.03,0.19,10,80,74,90
SLOVENIA,SVN,1.03,0.32,4,83,66,95,1.05,0.27,6,84,70,94,0.66,0.20,9,73,62,82,0.86,0.19,10,75,68,84,0.87,0.17,10,75,67,83,0.86,0.18,9,78,69,82,0.83,0.17,9,73,66,82,0.78,0.18,9,73,65,81,0.80,0.17,10,73,67,84,0.83,0.18,10,76,67,82,0.91,0.18,10,78,71,85,0.75,0.18,10,76,68,82,0.68,0.18,9,75,63,79,0.61,0.18,11,72,60,77
SOLOMON ISLANDS,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.20,0.59,1,12,2,40,-1.46,0.50,2,7,0,25,-1.76,0.54,2,3,0,20,-2.68,0.42,2,0,0,2,-1.36,0.27,3,7,3,18,-1.01,0.23,3,17,7,26,-1.11,0.27,3,14,4,25,-1.13,0.26,4,13,5,25,-1.20,0.22,5,12,4,20,-1.22,0.22,5,9,4,22,-1.21,0.22,5,9,5,22,-1.07,0.21,5,14,7,26,-1.07,0.23,5,14,7,27
SOMALIA,SOM,-2.54,0.45,2,0,0,4,-2.50,0.38,3,0,0,4,-2.52,0.35,3,0,0,3,-2.13,0.27,3,0,0,4,-2.17,0.22,4,0,0,3,-2.31,0.21,5,0,0,2,-2.23,0.19,5,0,0,2,-2.67,0.22,4,0,0,0,-2.66,0.22,4,0,0,0,-2.66,0.23,4,0,0,1,-2.56,0.21,5,0,0,2,-2.38,0.21,5,0,0,3,-2.37,0.21,5,0,0,2,-2.26,0.23,6,0,0,2
SOUTH AFRICA,ZAF,0.34,0.27,6,63,49,76,0.27,0.23,8,59,48,71,0.40,0.20,8,65,55,77,0.63,0.19,9,70,63,79,0.78,0.17,9,74,66,80,0.67,0.17,10,72,65,79,0.67,0.16,10,70,63,77,0.71,0.17,10,72,64,79,0.53,0.17,10,67,59,75,0.50,0.17,10,66,57,74,0.40,0.16,11,64,56,72,0.36,0.16,11,62,54,71,0.41,0.15,12,64,56,74,0.38,0.17,12,63,55,72
SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.67,0.28,2,3,1,10,-1.50,0.24,5,6,2,12
SPAIN,ESP,1.14,0.27,6,85,73,96,1.22,0.27,6,88,76,96,1.27,0.23,6,90,80,95,1.35,0.23,6,89,80,96,1.31,0.20,6,89,79,95,1.33,0.21,6,87,79,95,1.29,0.19,6,88,78,95,1.15,0.21,7,85,73,92,1.21,0.22,7,86,75,93,1.24,0.23,7,87,76,94,1.18,0.22,7,85,74,94,1.16,0.24,7,84,76,93,1.07,0.22,8,82,75,91,0.94,0.22,8,78,70,89
SRI LANKA,LKA,0.08,0.32,4,56,31,69,0.26,0.30,5,59,40,75,0.25,0.24,7,60,43,71,0.18,0.21,8,59,47,68,0.10,0.18,8,56,47,65,-0.04,0.18,9,53,41,63,-0.35,0.17,9,44,26,53,-0.25,0.18,10,45,31,55,-0.26,0.18,10,45,30,54,-0.35,0.17,10,41,29,53,-0.26,0.16,10,45,33,53,-0.20,0.16,10,46,36,53,-0.11,0.16,10,50,38,56,-0.12,0.17,11,48,37,56
ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.28,0.59,1,61,24,89,0.21,0.52,1,60,25,83,0.17,0.56,1,59,21,83,0.21,0.53,1,60,24,82,0.05,0.26,3,56,40,66,1.16,0.23,3,85,72,93,1.05,0.28,2,81,68,93,0.70,0.30,2,72,58,86,0.60,0.30,2,70,55,82,0.53,0.31,2,68,53,80,0.43,0.31,2,66,50,79,0.40,0.31,2,64,51,78,0.39,0.33,2,65,47,78
ST. LUCIA,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.28,0.59,1,61,24,89,0.21,0.52,1,60,25,83,0.17,0.56,1,59,21,83,0.21,0.53,1,60,24,82,0.15,0.26,3,60,44,69,1.16,0.23,3,85,72,93,1.12,0.28,2,84,70,94,0.80,0.30,2,75,61,87,0.50,0.27,3,67,54,79,0.51,0.28,3,67,54,79,0.43,0.28,3,66,52,77,0.46,0.27,3,66,53,78,0.30,0.26,4,59,47,75
ST. VINCENT AND THE GRENADINES,VCT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.28,0.59,1,61,24,89,0.21,0.52,1,60,25,83,0.17,0.56,1,59,21,83,0.21,0.53,1,60,24,82,0.14,0.26,3,59,44,69,1.14,0.23,3,83,72,92,0.93,0.28,2,77,65,91,0.80,0.30,2,75,61,87,0.50,0.27,3,67,54,79,0.51,0.28,3,67,54,79,0.40,0.28,3,65,51,76,0.36,0.27,3,62,51,76,0.33,0.28,3,61,47,75
SUDAN,SDN,-1.36,0.32,4,8,2,21,-1.35,0.27,6,8,5,18,-1.43,0.26,5,8,4,14,-1.29,0.22,6,10,4,19,-1.33,0.19,6,9,3,17,-1.16,0.18,7,12,6,19,-1.36,0.17,7,8,3,16,-1.20,0.19,7,11,4,19,-1.30,0.18,7,8,3,17,-1.47,0.18,7,5,3,12,-1.25,0.17,8,8,5,18,-1.33,0.17,8,7,4,16,-1.30,0.17,8,8,4,16,-1.51,0.18,9,5,3,11
SURINAME,SUR,-0.62,0.40,3,25,11,54,-0.59,0.40,3,25,11,54,-0.63,0.37,3,25,12,54,-0.72,0.30,3,25,12,44,-0.62,0.25,3,27,17,47,-0.67,0.25,4,25,15,46,-0.58,0.22,4,27,19,48,-0.53,0.23,5,31,19,51,-0.60,0.27,4,29,17,50,-0.58,0.29,4,32,16,52,-0.64,0.23,6,27,16,46,-0.69,0.24,6,27,14,42,-0.60,0.25,6,31,17,47,-0.38,0.27,5,38,23,54
SWAZILAND,SWZ,-0.21,0.42,2,42,21,66,-0.44,0.30,4,31,16,54,-0.44,0.28,4,33,18,54,-0.21,0.28,4,45,26,61,-0.44,0.24,4,39,20,52,-0.66,0.23,5,26,15,44,-0.57,0.21,5,29,19,48,-0.57,0.21,6,30,19,46,-0.71,0.21,6,25,16,39,-0.58,0.20,6,31,17,46,-0.55,0.20,6,33,21,46,-0.60,0.20,7,29,19,42,-0.63,0.19,7,28,19,42,-0.56,0.21,7,31,21,45
SWEDEN,SWE,1.32,0.27,6,90,77,97,1.19,0.27,6,87,75,95,1.38,0.23,6,91,82,96,1.62,0.23,6,95,86,100,1.62,0.20,6,95,88,100,1.69,0.21,6,96,88,100,1.51,0.19,6,92,85,100,1.44,0.21,7,92,83,98,1.58,0.22,7,94,86,100,1.64,0.23,7,96,87,100,1.67,0.22,7,96,86,100,1.67,0.24,7,95,85,100,1.91,0.22,8,100,92,100,1.89,0.22,8,99,91,100
SWITZERLAND,CHE,1.51,0.27,6,94,84,99,1.68,0.27,6,96,89,100,1.84,0.23,6,98,91,100,1.78,0.23,6,98,89,100,1.71,0.20,6,97,89,100,1.67,0.21,6,95,87,100,1.54,0.19,6,93,86,100,1.51,0.21,6,93,85,100,1.65,0.23,6,95,86,100,1.59,0.24,6,94,86,100,1.58,0.22,7,94,85,100,1.65,0.24,7,95,85,100,1.64,0.23,7,95,87,100,1.66,0.24,7,95,87,100
SYRIAN ARAB REPUBLIC,SYR,-1.20,0.32,4,12,4,25,-1.32,0.33,4,9,4,22,-1.31,0.31,4,9,4,20,-1.04,0.23,5,16,7,26,-1.08,0.20,5,15,8,21,-1.11,0.20,6,13,7,21,-1.08,0.19,6,15,7,23,-1.38,0.19,8,7,3,16,-1.26,0.19,9,9,5,17,-1.12,0.18,9,15,5,21,-0.95,0.17,9,18,9,27,-0.89,0.17,9,21,10,29,-0.93,0.19,8,21,9,30,-1.56,0.22,7,4,2,12
"TAIWAN, CHINA",TWN,0.96,0.27,6,79,66,91,1.08,0.27,6,85,71,95,1.14,0.23,6,86,78,94,1.06,0.21,7,81,73,89,1.07,0.18,7,81,74,89,1.20,0.19,7,85,79,92,1.03,0.18,7,78,72,88,0.87,0.19,8,76,67,85,0.96,0.20,8,80,71,87,1.03,0.20,8,81,72,88,1.07,0.19,8,81,74,90,1.14,0.20,8,84,76,92,1.14,0.19,8,84,76,92,1.19,0.21,8,86,77,93
TAJIKISTAN,TJK,-1.51,0.43,2,6,1,23,-1.39,0.31,4,8,4,19,-1.13,0.28,5,13,7,24,-1.31,0.24,7,9,4,20,-1.12,0.20,7,14,7,20,-1.07,0.20,8,15,7,22,-1.10,0.18,9,14,7,23,-1.09,0.18,10,15,7,21,-1.11,0.18,10,15,6,22,-1.07,0.17,10,16,7,22,-1.06,0.16,10,14,6,24,-1.01,0.16,10,17,8,25,-0.97,0.16,10,19,9,26,-1.01,0.17,10,18,10,25
TANZANIA,TZA,-0.42,0.32,4,33,19,57,-0.41,0.27,6,33,20,53,-0.25,0.24,6,40,25,57,-0.56,0.21,7,32,20,44,-0.50,0.18,8,33,20,47,-0.44,0.17,9,36,22,49,-0.45,0.17,9,37,24,49,-0.37,0.18,9,41,25,52,-0.40,0.17,9,38,26,51,-0.50,0.17,9,34,22,47,-0.42,0.16,10,36,27,48,-0.41,0.16,10,37,27,48,-0.40,0.16,10,37,28,48,-0.40,0.17,11,37,27,49
THAILAND,THA,0.21,0.27,6,58,41,71,0.15,0.25,7,56,38,69,0.49,0.22,7,67,56,80,0.16,0.20,8,57,47,66,0.37,0.18,8,64,56,71,0.25,0.18,9,63,54,68,0.46,0.17,9,65,58,71,0.25,0.18,10,58,53,66,0.15,0.18,9,57,51,65,0.24,0.18,9,58,53,67,0.24,0.17,10,58,52,68,0.19,0.17,10,56,50,68,0.21,0.16,11,56,52,67,0.23,0.17,11,58,51,69
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.29,0.38,1,10,3,26,-1.30,0.27,2,10,3,20,-1.11,0.29,3,12,5,28,-1.13,0.23,3,12,5,24,-1.48,0.24,4,5,3,15,-1.59,0.26,4,4,3,13,-1.37,0.23,5,5,3,16,-1.15,0.20,7,11,6,24,-1.10,0.20,7,13,6,24,-1.04,0.20,7,15,8,26,-1.02,0.20,7,16,9,27
