,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
Country/Territory,WBCode,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,P-Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
NIGER,NER,-1.24,0.29,2,8,3,23,-1.08,0.24,4,13,4,25,-1.08,0.25,4,11,3,27,-0.89,0.22,5,19,9,33,-0.75,0.23,5,23,11,42,-0.69,0.21,6,25,12,47,-0.79,0.21,6,25,12,39,-0.80,0.21,8,23,11,40,-0.79,0.23,8,23,12,41,-0.71,0.22,8,27,14,44,-0.66,0.20,9,30,15,46,-0.67,0.20,9,29,16,43,-0.62,0.20,9,31,17,46,-0.70,0.19,9,28,15,42
NIGERIA,NGA,-0.98,0.25,3,15,6,32,-1.12,0.20,5,10,5,22,-0.96,0.19,6,15,7,29,-1.06,0.17,8,12,7,26,-0.96,0.17,8,16,8,27,-0.91,0.17,9,15,8,28,-0.88,0.17,9,20,12,33,-0.96,0.17,11,17,9,28,-1.04,0.18,11,16,6,25,-0.97,0.18,11,16,9,29,-1.20,0.18,11,10,4,20,-1.15,0.18,11,11,5,22,-1.08,0.18,11,14,6,24,-1.00,0.18,11,16,8,28
NIUE,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.98,0.62,1,15,0,58,-1.01,0.58,1,15,0,52,-0.98,0.62,1,16,0,56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NORWAY,NOR,2.02,0.23,5,99,90,100,1.99,0.21,5,97,90,100,1.91,0.21,5,95,89,100,1.90,0.19,5,95,89,100,1.92,0.19,5,95,91,100,2.10,0.21,5,97,91,100,1.85,0.19,5,96,90,100,1.94,0.20,7,98,92,100,2.03,0.21,7,99,94,100,1.84,0.22,7,97,88,99,1.82,0.21,7,97,89,99,1.86,0.22,7,98,89,99,1.84,0.22,7,97,90,100,1.89,0.22,7,98,92,100
OMAN,OMN,0.55,0.25,3,70,60,82,0.48,0.22,3,71,59,79,0.33,0.24,3,66,54,76,0.40,0.20,4,67,60,75,0.47,0.22,3,69,61,78,0.45,0.25,3,69,59,78,0.30,0.21,4,64,56,72,0.27,0.25,4,64,51,72,0.35,0.23,5,65,54,77,0.44,0.23,5,67,57,77,0.41,0.22,6,66,58,76,0.42,0.23,6,67,57,75,0.27,0.22,7,63,53,72,0.26,0.22,7,61,51,71
PAKISTAN,PAK,-0.59,0.25,3,31,15,50,-0.45,0.21,4,36,22,53,-0.58,0.18,5,31,16,45,-0.39,0.17,6,41,28,52,-0.39,0.15,7,40,29,54,-0.45,0.16,8,40,24,50,-0.42,0.17,8,40,28,51,-0.37,0.17,10,42,30,53,-0.46,0.18,10,39,23,51,-0.70,0.19,10,29,15,42,-0.78,0.19,10,24,11,41,-0.76,0.19,10,25,14,40,-0.81,0.19,10,21,13,39,-0.79,0.19,10,23,14,39
PALAU,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.64,0.57,1,30,2,66,-0.58,0.69,1,35,2,70,-0.86,0.60,1,21,1,59,-0.59,0.65,1,33,2,68,-0.56,0.80,1,33,1,73
PANAMA,PAN,0.03,0.25,4,58,41,67,0.36,0.21,4,67,56,76,0.24,0.20,5,62,54,73,-0.01,0.19,6,58,45,64,-0.05,0.17,7,56,43,63,-0.03,0.18,8,57,47,66,0.06,0.17,8,57,48,64,0.08,0.18,9,57,47,65,0.13,0.20,9,58,48,67,0.11,0.20,9,58,47,67,0.14,0.19,10,59,49,67,0.13,0.20,10,60,49,67,0.09,0.20,10,58,48,67,0.31,0.20,9,63,55,71
PAPUA NEW GUINEA,PNG,-0.28,0.25,3,45,26,60,-0.53,0.21,4,32,17,49,-0.43,0.18,5,40,25,52,-0.47,0.17,6,37,27,50,-0.60,0.16,6,32,19,43,-0.64,0.17,7,28,15,47,-0.88,0.19,7,21,11,34,-0.78,0.20,7,25,14,39,-0.67,0.20,7,28,16,45,-0.71,0.21,7,27,14,43,-0.75,0.22,7,26,11,43,-0.74,0.21,7,27,14,43,-0.73,0.21,7,26,14,43,-0.77,0.21,7,25,13,41
PARAGUAY,PRY,-0.95,0.25,4,16,6,33,-1.09,0.21,4,11,5,23,-1.17,0.20,5,10,3,19,-1.09,0.18,7,11,6,26,-0.91,0.17,7,17,9,30,-0.90,0.18,8,16,8,32,-0.79,0.17,8,25,14,37,-0.89,0.18,9,20,9,31,-0.85,0.20,9,20,12,34,-0.87,0.20,9,19,10,37,-0.92,0.19,10,19,8,33,-0.94,0.20,10,18,9,32,-0.84,0.20,10,21,10,38,-0.90,0.19,10,20,10,32
PERU,PER,-0.05,0.24,5,55,35,64,0.18,0.20,5,61,50,71,-0.09,0.20,5,53,40,62,-0.35,0.18,7,43,30,55,-0.42,0.17,7,40,26,54,-0.47,0.18,8,38,21,50,-0.60,0.17,8,33,20,45,-0.58,0.18,10,32,20,45,-0.51,0.20,10,36,21,50,-0.36,0.19,11,43,29,54,-0.42,0.18,11,42,27,51,-0.20,0.19,11,47,38,58,-0.15,0.19,11,48,41,61,-0.16,0.19,11,49,39,60
PHILIPPINES,PHL,-0.18,0.23,5,50,33,61,0.03,0.19,6,57,46,67,-0.14,0.19,6,50,38,61,-0.09,0.17,7,54,42,62,-0.04,0.17,7,57,44,64,-0.20,0.18,8,49,36,62,-0.06,0.17,8,56,44,62,-0.06,0.18,10,54,43,63,0.08,0.19,10,55,46,66,0.03,0.19,10,57,46,66,-0.03,0.19,10,54,46,62,-0.02,0.19,10,56,43,64,0.08,0.19,10,57,48,66,0.08,0.19,10,58,46,64
POLAND,POL,0.78,0.23,5,77,67,85,0.67,0.19,6,76,67,83,0.60,0.19,7,73,65,81,0.49,0.17,8,69,62,76,0.55,0.17,8,71,65,78,0.49,0.18,8,71,65,77,0.48,0.17,8,69,62,74,0.42,0.18,10,67,59,73,0.40,0.19,10,66,56,75,0.48,0.20,10,67,59,77,0.52,0.19,10,70,61,76,0.64,0.20,10,71,65,79,0.62,0.20,10,72,63,78,0.66,0.19,10,72,64,79
PORTUGAL,PRT,1.15,0.23,5,85,76,90,1.12,0.21,5,84,77,89,1.04,0.21,5,82,76,88,1.20,0.19,5,87,79,89,1.15,0.19,5,84,78,90,1.10,0.21,5,84,77,90,1.06,0.19,5,83,74,89,0.88,0.20,7,78,70,85,0.90,0.21,7,78,71,87,1.08,0.22,7,82,75,88,1.16,0.21,7,83,76,91,1.02,0.22,7,81,72,88,0.96,0.22,7,78,70,87,1.03,0.22,7,81,72,88
PUERTO RICO,PRI,1.17,0.31,1,86,76,91,1.17,0.34,1,86,75,92,1.14,0.37,1,86,71,91,1.10,0.32,1,85,72,90,1.04,0.38,1,82,67,92,0.87,0.42,1,78,64,91,0.99,0.32,1,81,68,89,0.58,0.40,2,71,53,85,0.59,0.33,3,72,55,84,0.63,0.34,3,73,57,85,0.38,0.27,4,65,52,76,0.34,0.28,4,66,50,75,0.35,0.27,4,65,53,75,0.41,0.26,4,66,55,76
QATAR,QAT,0.47,0.25,3,68,58,79,0.44,0.22,3,70,58,78,0.44,0.24,3,69,58,79,0.49,0.20,4,69,62,76,0.47,0.22,3,69,61,78,0.49,0.25,3,71,62,79,0.42,0.20,4,66,59,74,0.55,0.20,5,70,63,79,0.44,0.23,5,67,55,78,0.61,0.23,5,72,62,79,1.00,0.21,8,80,72,87,0.89,0.21,8,77,69,86,0.78,0.23,7,75,66,83,0.95,0.21,8,78,70,87
RêUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.06,0.42,1,82,68,91,0.99,0.32,1,81,68,89,0.99,0.41,1,81,65,93,0.98,0.47,1,82,62,94,1.01,0.45,1,81,64,94,1.00,0.42,1,81,64,94,1.00,0.44,1,80,64,94,0.99,0.42,1,80,63,94,1.00,0.39,1,80,64,94
ROMANIA,ROM,-0.51,0.25,3,34,18,53,-0.62,0.21,4,28,15,46,-0.43,0.20,6,39,24,52,-0.23,0.18,7,48,33,59,-0.27,0.17,8,47,34,59,-0.17,0.18,9,51,39,63,-0.27,0.17,9,46,34,56,-0.21,0.18,10,48,36,57,-0.32,0.19,10,46,30,54,-0.32,0.20,10,46,30,56,-0.36,0.19,10,44,29,53,-0.25,0.20,10,46,33,57,-0.31,0.20,10,45,29,55,-0.31,0.19,10,44,30,56
RUSSIAN FEDERATION,RUS,-0.52,0.23,5,33,18,53,-0.77,0.19,6,22,12,36,-0.77,0.19,7,23,12,38,-0.34,0.17,8,44,31,55,-0.39,0.17,8,40,27,54,-0.38,0.18,8,44,26,56,-0.46,0.17,8,38,26,49,-0.45,0.18,10,40,27,51,-0.38,0.19,10,43,27,52,-0.34,0.20,10,45,29,55,-0.40,0.19,10,43,27,52,-0.45,0.20,10,40,25,50,-0.45,0.20,10,41,24,50,-0.43,0.19,10,41,27,51
RWANDA,RWA,-1.20,0.31,1,11,3,26,-0.92,0.27,3,16,6,35,-0.65,0.28,3,28,10,47,-0.93,0.24,4,17,7,33,-0.74,0.26,4,25,10,45,-0.56,0.23,5,33,15,50,-0.89,0.23,5,19,9,37,-0.29,0.22,7,45,30,56,-0.20,0.23,7,50,32,59,-0.14,0.21,7,50,38,61,-0.17,0.22,7,50,38,60,-0.05,0.21,8,52,43,64,0.07,0.20,8,57,46,67,-0.06,0.19,9,53,42,61
SAMOA,WSM,0.38,0.31,1,66,53,80,0.27,0.29,2,63,48,76,0.39,0.23,3,68,57,78,0.40,0.22,3,67,59,75,0.35,0.22,3,65,59,74,-0.11,0.23,3,55,37,67,0.45,0.25,3,68,57,76,0.26,0.27,3,64,50,73,0.16,0.29,3,59,45,73,0.15,0.30,3,59,44,73,0.03,0.29,4,57,41,70,-0.05,0.28,4,53,38,67,-0.02,0.29,4,55,39,67,0.09,0.31,3,58,41,70
SAN MARINO,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S?O TOMê AND PRINCIPE,STP,-0.41,0.31,1,40,17,59,-0.70,0.27,3,24,10,47,-0.51,0.28,3,36,14,54,-0.63,0.27,3,30,11,50,-0.67,0.29,3,27,10,51,-0.62,0.25,4,30,12,49,-0.71,0.25,4,27,12,45,-0.81,0.23,5,22,9,40,-0.70,0.25,4,27,14,46,-0.65,0.24,4,29,15,46,-0.68,0.24,4,29,11,47,-0.81,0.23,5,23,10,41,-0.71,0.23,5,27,14,44,-0.72,0.23,5,27,15,43
SAUDI ARABIA,SAU,-0.26,0.25,3,46,28,60,-0.22,0.22,3,47,30,59,-0.23,0.24,3,46,30,61,-0.31,0.19,5,45,31,58,-0.31,0.21,4,44,28,59,-0.37,0.23,4,45,23,59,-0.39,0.21,4,40,26,56,-0.23,0.24,6,47,30,61,-0.11,0.22,7,51,38,63,-0.07,0.22,7,52,41,65,-0.06,0.22,7,52,42,64,0.03,0.22,7,57,43,66,-0.32,0.24,6,44,27,57,0.03,0.22,7,57,43,64
SENEGAL,SEN,0.02,0.25,3,57,41,67,-0.12,0.20,5,52,36,61,-0.12,0.21,5,52,38,62,0.02,0.19,7,58,46,65,-0.26,0.17,8,47,34,59,-0.18,0.18,8,50,37,63,-0.25,0.18,8,47,35,57,-0.32,0.19,10,45,30,55,-0.46,0.18,11,39,24,51,-0.14,0.18,11,50,41,59,-0.50,0.18,11,38,22,49,-0.56,0.18,11,36,21,46,-0.46,0.18,10,40,25,48,-0.46,0.18,10,39,26,49
SERBIA,SRB,-0.92,0.25,3,18,6,33,-0.85,0.22,3,19,8,35,-0.85,0.24,4,18,8,38,-0.55,0.19,6,33,21,48,-0.62,0.18,7,29,17,43,-0.17,0.18,7,51,38,64,-0.31,0.18,7,45,33,56,-0.20,0.19,8,49,36,59,-0.22,0.21,8,47,32,57,-0.19,0.21,8,48,37,59,-0.04,0.20,9,53,44,64,-0.05,0.21,9,52,42,64,-0.10,0.20,9,53,42,62,-0.11,0.20,9,51,40,61
SEYCHELLES,SYC,0.65,0.31,1,76,60,85,0.23,0.27,3,62,48,76,-0.03,0.28,3,55,38,68,0.07,0.27,3,60,42,69,-0.01,0.29,3,58,35,68,0.00,0.21,5,59,47,67,0.10,0.21,5,59,47,67,0.01,0.24,4,56,41,67,0.13,0.25,4,57,46,71,0.09,0.24,4,58,46,69,0.10,0.23,5,58,47,68,0.18,0.25,4,62,47,70,0.26,0.25,4,63,48,72,0.38,0.21,6,64,58,72
SIERRA LEONE,SLE,-1.47,0.29,2,4,1,15,-1.46,0.24,4,4,3,14,-1.46,0.25,4,4,2,12,-1.51,0.22,5,5,1,10,-1.23,0.23,5,9,2,19,-1.10,0.21,6,10,6,21,-1.36,0.21,6,7,1,15,-1.16,0.22,7,10,4,23,-1.17,0.23,7,12,3,23,-1.16,0.22,7,11,3,21,-1.22,0.20,8,9,3,21,-1.21,0.20,8,10,4,20,-1.19,0.20,9,9,5,20,-1.21,0.18,11,11,5,19
SINGAPORE,SGP,2.10,0.23,5,100,92,100,2.12,0.21,5,100,92,100,2.17,0.21,5,100,93,100,1.85,0.18,6,94,89,100,1.96,0.18,6,97,91,100,2.03,0.19,6,96,91,100,2.00,0.18,6,99,92,100,2.18,0.19,8,100,96,100,2.37,0.21,8,100,99,100,2.43,0.21,8,100,99,100,2.28,0.21,8,100,98,100,2.26,0.21,8,100,98,100,2.17,0.21,8,100,97,100,2.15,0.21,8,100,97,100
SLOVAK REPUBLIC,SVK,0.57,0.24,4,71,61,82,0.54,0.20,5,72,61,79,0.57,0.20,6,73,62,81,0.57,0.17,8,72,64,79,0.68,0.17,8,74,67,80,0.91,0.18,8,80,73,88,0.94,0.17,8,79,72,85,0.92,0.18,9,79,72,85,0.74,0.20,9,78,66,83,0.87,0.20,9,78,70,85,0.86,0.21,9,77,70,85,0.83,0.21,9,76,68,83,0.83,0.21,9,76,68,83,0.83,0.21,9,74,69,84
SLOVENIA,SVN,0.89,0.27,2,80,67,88,0.79,0.21,4,78,70,84,0.73,0.19,7,77,68,82,0.90,0.17,8,80,73,86,1.07,0.17,8,83,77,89,0.97,0.19,7,81,74,88,0.92,0.18,7,78,71,85,0.98,0.19,8,80,72,87,0.94,0.20,9,80,73,87,1.19,0.20,9,85,77,89,1.16,0.21,9,83,76,90,1.03,0.21,9,81,72,88,0.99,0.23,8,81,71,87,1.02,0.21,9,81,72,88
SOLOMON ISLANDS,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.85,0.50,1,18,3,55,-0.96,0.28,2,14,5,36,-2.04,0.30,2,0,0,4,-2.25,0.26,2,0,0,1,-1.17,0.23,3,8,5,21,-0.73,0.25,3,26,12,45,-1.00,0.27,3,16,5,34,-1.09,0.28,4,14,3,30,-1.00,0.28,4,15,5,36,-1.11,0.29,4,11,3,32,-0.95,0.28,4,17,5,39,-0.86,0.29,4,19,8,43,-0.82,0.28,4,23,9,43
SOMALIA,SOM,-2.10,0.29,2,0,0,4,-2.16,0.25,3,0,0,3,-2.28,0.26,3,0,0,2,-1.60,0.25,3,4,0,9,-2.10,0.26,4,0,0,1,-2.09,0.24,5,0,0,1,-2.17,0.23,5,0,0,0,-2.31,0.25,4,0,0,0,-2.34,0.28,4,0,0,1,-2.45,0.27,4,0,0,1,-2.26,0.23,6,0,0,0,-2.24,0.23,6,0,0,1,-2.16,0.23,6,0,0,1,-2.23,0.22,7,0,0,1
SOUTH AFRICA,ZAF,0.88,0.23,5,79,68,87,0.60,0.19,7,75,64,82,0.69,0.18,7,76,67,82,0.64,0.17,9,74,66,80,0.68,0.17,9,74,67,80,0.66,0.16,10,75,68,80,0.64,0.16,10,72,65,77,0.50,0.17,11,69,63,77,0.49,0.18,11,70,60,78,0.52,0.18,11,69,62,77,0.48,0.17,12,67,60,74,0.39,0.18,12,66,58,72,0.41,0.18,12,66,60,72,0.33,0.18,12,64,58,70
SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.87,0.36,2,0,0,8,-1.59,0.28,5,3,0,13
SPAIN,ESP,1.62,0.23,5,90,87,98,1.66,0.21,5,91,88,97,1.79,0.21,5,93,89,99,1.86,0.19,5,94,89,100,1.90,0.19,5,95,91,100,1.37,0.21,5,89,82,91,1.49,0.19,5,89,84,96,0.89,0.20,7,79,70,85,1.00,0.21,7,82,73,88,0.92,0.22,7,79,70,86,0.93,0.21,7,78,70,87,0.99,0.22,7,79,70,88,1.03,0.22,7,82,72,88,1.11,0.22,7,82,73,90
SRI LANKA,LKA,-0.26,0.25,3,46,28,60,-0.45,0.21,4,37,22,53,-0.35,0.17,6,42,29,54,-0.06,0.16,7,55,44,62,-0.20,0.15,7,50,37,60,-0.40,0.16,8,43,26,53,-0.29,0.17,8,45,34,56,-0.18,0.17,10,51,39,57,-0.09,0.18,10,52,42,62,-0.12,0.19,10,51,41,60,-0.12,0.19,10,51,41,60,-0.18,0.19,10,49,38,60,-0.10,0.19,10,52,42,61,-0.24,0.19,10,46,35,58
ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.44,0.50,1,39,7,68,-0.09,0.44,1,53,20,75,-0.32,0.49,1,44,11,69,-0.35,0.47,1,42,11,67,-0.03,0.30,3,58,35,69,0.87,0.28,3,77,66,88,0.73,0.33,2,76,61,87,0.66,0.35,2,74,56,85,0.68,0.34,2,75,58,85,0.77,0.34,2,76,62,87,0.72,0.34,2,73,60,87,0.77,0.34,2,75,62,87,0.84,0.32,2,76,62,88
ST. LUCIA,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.30,0.50,1,45,10,71,0.06,0.44,1,60,27,79,-0.17,0.49,1,51,13,74,-0.04,0.47,1,56,21,75,0.06,0.30,3,60,42,71,0.92,0.28,3,78,68,89,0.73,0.33,2,76,61,87,0.66,0.35,2,74,56,85,0.68,0.34,2,75,58,85,0.86,0.34,2,76,64,88,0.81,0.34,2,76,63,88,0.86,0.34,2,77,63,88,0.58,0.29,3,70,59,81
ST. VINCENT AND THE GRENADINES,VCT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.17,0.50,1,50,14,76,0.06,0.44,1,60,27,79,-0.17,0.49,1,51,13,74,-0.19,0.47,1,51,16,72,0.08,0.30,3,61,43,72,0.87,0.28,3,77,66,88,0.73,0.33,2,76,61,87,0.66,0.35,2,74,56,85,0.68,0.34,2,75,58,85,0.77,0.34,2,76,62,87,0.72,0.34,2,73,60,87,0.77,0.34,2,75,62,87,0.84,0.32,2,76,62,88
SUDAN,SDN,-1.12,0.25,3,12,4,26,-1.22,0.20,5,8,4,17,-1.19,0.21,5,9,3,19,-1.13,0.19,6,10,6,22,-1.25,0.19,6,7,3,17,-1.22,0.18,7,8,5,15,-1.40,0.19,7,5,1,13,-1.14,0.20,7,11,5,23,-1.08,0.21,8,15,5,25,-1.27,0.20,8,8,2,17,-1.27,0.20,9,7,3,18,-1.37,0.20,9,7,2,14,-1.39,0.20,9,6,2,14,-1.46,0.19,9,6,1,13
SURINAME,SUR,-0.80,0.29,2,22,7,44,-0.50,0.28,2,34,15,55,-0.17,0.31,2,49,27,66,-0.22,0.28,2,48,28,62,-0.20,0.31,2,50,26,65,-0.09,0.31,3,56,32,68,-0.09,0.27,3,54,36,64,-0.24,0.23,4,46,30,59,-0.23,0.28,3,47,27,63,-0.05,0.29,3,53,37,67,-0.05,0.23,5,53,41,64,-0.09,0.23,5,51,40,64,-0.11,0.23,5,50,39,63,0.01,0.24,5,56,42,64
SWAZILAND,SWZ,-0.67,0.31,1,28,12,50,-0.65,0.27,3,26,11,48,-0.71,0.28,3,26,10,46,-0.58,0.27,3,32,12,51,-0.82,0.29,3,20,7,43,-1.05,0.25,4,11,6,27,-1.09,0.25,4,13,4,29,-0.84,0.23,5,21,9,38,-0.85,0.24,5,20,9,40,-0.74,0.23,5,25,13,43,-0.75,0.23,5,26,11,44,-0.52,0.22,6,37,20,50,-0.69,0.22,6,28,15,44,-0.57,0.21,7,32,19,46
SWEDEN,SWE,1.96,0.23,5,98,90,100,1.99,0.21,5,97,90,100,1.97,0.21,5,97,89,100,2.03,0.19,5,99,92,100,2.09,0.19,5,99,92,100,2.14,0.21,5,99,92,100,1.89,0.19,5,97,91,100,1.84,0.20,7,96,88,99,2.02,0.21,7,98,93,100,1.94,0.22,7,98,91,100,2.05,0.21,7,99,94,100,2.01,0.22,7,99,93,100,1.97,0.22,7,99,93,100,1.94,0.22,7,99,93,100
SWITZERLAND,CHE,1.91,0.23,5,96,90,100,2.03,0.21,5,98,91,100,2.06,0.21,5,99,91,100,2.02,0.19,5,98,92,100,1.81,0.19,5,93,90,99,2.22,0.21,5,100,93,100,1.89,0.19,5,97,91,100,2.03,0.20,6,99,93,100,2.03,0.22,6,99,93,100,2.02,0.23,6,99,93,100,1.96,0.21,7,98,93,100,1.89,0.22,7,98,90,100,1.87,0.22,7,98,91,100,1.88,0.22,7,98,91,100
SYRIAN ARAB REPUBLIC,SYR,-0.64,0.25,3,28,14,47,-1.08,0.22,3,12,5,24,-0.99,0.24,3,13,5,31,-0.88,0.20,4,19,9,33,-1.10,0.21,4,11,5,23,-1.05,0.22,5,11,6,26,-1.16,0.21,5,12,4,24,-0.93,0.21,7,18,9,32,-0.76,0.20,8,24,14,41,-0.62,0.20,8,31,16,46,-0.59,0.20,9,34,19,48,-0.60,0.20,9,33,19,45,-0.50,0.21,8,38,21,48,-1.22,0.22,7,10,3,21
"TAIWAN, CHINA",TWN,0.80,0.23,5,77,67,86,0.90,0.21,5,80,74,88,0.74,0.21,5,78,68,84,0.82,0.18,6,77,69,85,1.01,0.18,6,81,74,89,1.17,0.19,6,86,78,90,1.01,0.18,6,82,72,88,1.15,0.19,8,85,77,88,1.12,0.21,8,83,78,89,1.14,0.21,8,83,77,88,1.19,0.21,8,85,76,92,1.19,0.21,8,84,76,91,1.15,0.21,8,83,75,91,1.14,0.21,8,84,73,90
TAJIKISTAN,TJK,-1.46,0.31,1,5,1,17,-1.49,0.29,2,4,2,14,-1.21,0.23,3,9,3,19,-1.26,0.21,5,8,4,17,-1.16,0.20,5,10,5,20,-0.95,0.21,6,14,7,32,-1.06,0.20,7,14,5,26,-1.03,0.18,9,15,7,27,-1.06,0.20,9,15,6,26,-1.04,0.21,9,15,6,29,-1.08,0.21,9,12,5,27,-0.90,0.21,9,19,9,36,-0.94,0.21,9,17,8,33,-0.93,0.21,9,18,9,31
TANZANIA,TZA,-0.73,0.25,3,24,12,44,-0.42,0.20,5,40,23,54,-0.42,0.21,5,40,24,54,-0.40,0.19,7,40,27,53,-0.37,0.17,8,41,29,55,-0.42,0.17,9,42,25,52,-0.39,0.17,9,41,31,52,-0.34,0.17,10,43,30,53,-0.38,0.19,10,43,27,52,-0.48,0.19,10,39,21,48,-0.59,0.18,11,33,20,46,-0.58,0.18,11,33,20,45,-0.63,0.18,11,29,17,44,-0.69,0.18,11,28,16,41
THAILAND,THA,0.27,0.23,5,63,53,76,0.09,0.19,6,59,47,68,0.20,0.19,6,61,52,71,0.29,0.17,7,64,58,72,0.38,0.17,7,66,61,73,0.36,0.18,8,68,61,74,0.43,0.17,8,67,59,72,0.40,0.18,10,67,59,73,0.37,0.19,9,66,55,74,0.25,0.20,9,63,53,71,0.28,0.19,10,63,55,70,0.19,0.19,10,62,50,69,0.21,0.19,10,61,51,68,0.21,0.19,10,61,51,69
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.80,0.32,1,25,7,47,-0.98,0.24,2,15,5,33,-0.68,0.25,3,26,10,48,-0.97,0.24,3,16,7,34,-1.05,0.23,4,14,5,29,-1.14,0.25,4,12,3,26,-1.15,0.26,4,12,2,27,-1.16,0.22,6,10,3,24,-1.21,0.23,6,10,3,22,-1.13,0.23,6,12,5,25,-1.19,0.22,6,12,3,22
